Customer ID,Churn Label,Contract,Monthly Charge,Tenure in Months,Payment Method,Total Revenue,Internet Service
6281-FKEWS,No,One Year,49.05,44,Bank Withdrawal,2265.0,Yes
8898-KASCD,No,One Year,35.55,39,Credit Card,1309.15,Yes
9242-TKFSV,No,Two Year,65.1,72,Credit Card,4754.3,Yes
0743-HNPFG,No,One Year,69.75,51,Credit Card,4477.95,Yes
5035-PGZXH,No,One Year,106.8,56,Bank Withdrawal,7760.48,Yes
8695-WDYEA,No,Month-to-Month,51.25,1,Credit Card,90.55,Yes
6543-JXSOO,No,One Year,57.75,23,Credit Card,1579.09,Yes
8605-ITULD,No,Month-to-Month,19.55,1,Credit Card,24.65,No
6416-YJTTB,No,Month-to-Month,79.5,11,Bank Withdrawal,888.93,Yes
4472-VESGY,No,Month-to-Month,98.15,52,Bank Withdrawal,6610.08,Yes
3195-TQDZX,No,Month-to-Month,20.25,3,Bank Withdrawal,66.16,No
3128-YOVTD,No,Month-to-Month,79.15,51,Bank Withdrawal,4147.58,Yes
7041-TXQJH,No,Month-to-Month,40.2,37,Credit Card,1478.85,Yes
5014-GSOUQ,No,Two Year,19.95,13,Credit Card,487.14,No
5724-BIDBU,No,One Year,55.35,49,Bank Withdrawal,4701.26,Yes
1769-GRUIK,No,Month-to-Month,71.1,18,Bank Withdrawal,1447.43,Yes
8819-WFGGJ,No,Two Year,54.1,68,Bank Withdrawal,3794.5,Yes
7427-AUFPY,No,Two Year,19.65,54,Credit Card,2397.58,No
7898-PDWQE,No,Two Year,80.4,71,Credit Card,7007.99,Yes
9972-EWRJS,No,Two Year,19.25,67,Bank Withdrawal,4639.15,No
9314-IJWSQ,No,Month-to-Month,84.8,14,Bank Withdrawal,1576.02,Yes
5799-JRCZO,No,Two Year,19.5,63,Credit Card,2747.26,No
1921-KYSAY,No,One Year,68.6,41,Bank Withdrawal,4391.18,Yes
6198-RTPMF,No,Month-to-Month,92.6,17,Bank Withdrawal,1736.44,Yes
2924-KHUVI,No,One Year,100.55,56,Bank Withdrawal,8141.35,Yes
1925-GMVBW,No,Month-to-Month,20.55,5,Credit Card,218.75,No
6184-DYUOB,No,Month-to-Month,19.6,3,Credit Card,180.95,No
9207-ZPANB,No,One Year,67.45,37,Bank Withdrawal,2925.78,Yes
9327-QSDED,No,Month-to-Month,43.55,8,Credit Card,401.56,Yes
1656-DRSMG,No,Month-to-Month,109.85,63,Credit Card,8200.58,Yes
3012-VFFMN,No,Month-to-Month,20.65,7,Credit Card,194.02,No
2984-AFWNC,No,Month-to-Month,95.4,3,Bank Withdrawal,344.17999999999995,Yes
0640-YJTPY,No,Two Year,21.0,72,Bank Withdrawal,1904.15,No
8096-LOIST,No,Month-to-Month,56.2,19,Bank Withdrawal,1857.58,Yes
9764-REAFF,No,Two Year,18.4,59,Bank Withdrawal,2650.26,No
7107-UBYKY,No,Month-to-Month,25.75,35,Bank Withdrawal,1749.15,No
4881-GQJTW,No,Month-to-Month,19.6,14,Credit Card,419.96,No
7876-DNYAP,No,Two Year,19.8,69,Credit Card,2015.86,No
2882-WDTBA,No,Two Year,75.75,69,Bank Withdrawal,8446.92,Yes
2091-GPPIQ,No,Two Year,78.95,72,Bank Withdrawal,7605.03,Yes
5071-FBJFS,No,Month-to-Month,50.3,4,Bank Withdrawal,395.66,Yes
2796-UUZZO,No,Month-to-Month,80.3,63,Credit Card,6125.79,Yes
2429-AYKKO,No,Two Year,19.85,72,Bank Withdrawal,1681.06,No
9798-OPFEM,No,Two Year,21.1,46,Bank Withdrawal,2444.98,No
3794-NFNCH,No,Month-to-Month,50.0,30,Credit Card,2169.7,Yes
5193-QLVZB,No,Two Year,104.75,63,Bank Withdrawal,9607.75,Yes
7114-AEOZE,No,Two Year,19.85,60,Bank Withdrawal,2995.3,No
5522-NYKPB,No,Month-to-Month,85.9,25,Bank Withdrawal,2493.8,Yes
6518-KZXCB,No,Two Year,25.25,22,Credit Card,671.88,No
2245-ADZFJ,No,Two Year,80.55,31,Bank Withdrawal,3355.72,Yes
7776-QGYJC,No,Month-to-Month,81.5,39,Bank Withdrawal,4693.82,Yes
9313-QOLTZ,No,Month-to-Month,20.9,26,Credit Card,1343.28,No
4672-FOTSD,No,Month-to-Month,67.25,12,Bank Withdrawal,1381.9,Yes
9818-XQCUV,No,Month-to-Month,20.35,2,Credit Card,97.14,No
7338-ERIVA,No,One Year,45.05,39,Bank Withdrawal,1790.6,Yes
8259-NFJTV,No,Month-to-Month,34.65,7,Credit Card,246.6,Yes
6968-GMKPR,No,Month-to-Month,81.55,55,Bank Withdrawal,5738.2,Yes
4751-ERMAN,No,Two Year,75.4,72,Bank Withdrawal,8515.77,Yes
1436-ZMJAN,No,Month-to-Month,67.8,10,Credit Card,1023.95,Yes
0799-DDIHE,No,Month-to-Month,46.3,15,Bank Withdrawal,1003.5,Yes
3070-FNFZQ,No,Two Year,20.4,23,Bank Withdrawal,1389.3200000000002,No
2812-SFXMJ,No,Month-to-Month,20.05,1,Credit Card,27.71,No
5014-WUQMG,No,One Year,96.1,47,Bank Withdrawal,5124.18,Yes
5312-TSZVC,No,One Year,19.65,15,Credit Card,624.0,No
2782-JEEBU,No,Month-to-Month,36.0,21,Credit Card,780.15,Yes
5127-BZENZ,No,One Year,65.2,56,Bank Withdrawal,5736.469999999999,Yes
2720-FVBQP,No,Month-to-Month,48.95,6,Credit Card,422.23,Yes
4522-XRWWI,No,One Year,80.45,42,Credit Card,4102.92,Yes
3766-EJLFL,No,Two Year,109.05,68,Bank Withdrawal,8761.11,Yes
5939-SXWHM,No,Two Year,26.3,48,Bank Withdrawal,2240.09,No
7643-RCHXS,No,Two Year,19.35,63,Bank Withdrawal,3899.77,No
8246-SHFGA,No,Month-to-Month,21.1,17,Credit Card,963.89,No
0620-XEFWH,No,Month-to-Month,18.85,4,Credit Card,240.36,No
6485-QXWWE,No,Two Year,26.0,62,Bank Withdrawal,1814.16,No
7321-VGNKU,No,Month-to-Month,70.35,2,Bank Withdrawal,155.65,Yes
5327-CNLUQ,No,Two Year,96.9,48,Bank Withdrawal,4766.25,Yes
7552-KEYGT,No,Two Year,19.55,27,Bank Withdrawal,1713.6799999999998,No
5816-JMLGY,No,Two Year,80.4,70,Bank Withdrawal,8502.45,Yes
2927-QRRQV,No,One Year,94.65,46,Bank Withdrawal,4778.48,Yes
6265-SXWBU,No,One Year,95.75,69,Credit Card,9440.3,Yes
7941-RCJOW,No,Two Year,19.55,65,Credit Card,4124.15,No
2387-KDZQY,No,One Year,20.1,17,Credit Card,816.7,No
3584-WKTTW,No,One Year,111.55,51,Bank Withdrawal,7725.67,Yes
3399-BMLVW,No,Two Year,60.5,51,Credit Card,3607.48,Yes
1971-DTCZB,No,Two Year,90.95,72,Bank Withdrawal,9538.68,Yes
3374-PZLXD,No,Month-to-Month,19.7,34,Credit Card,1917.28,No
3813-DHBBB,No,Two Year,50.95,67,Bank Withdrawal,3521.7,Yes
2812-REYAT,No,One Year,20.05,49,Bank Withdrawal,2006.0,No
6518-PPLMZ,No,Two Year,19.4,53,Credit Card,2452.31,No
4939-KYYPY,No,Month-to-Month,59.45,27,Bank Withdrawal,2528.03,Yes
5930-GBIWP,No,Two Year,81.5,69,Credit Card,5776.81,Yes
6022-KOUQO,No,Month-to-Month,29.05,2,Bank Withdrawal,44.75,Yes
2361-UPSND,No,One Year,70.6,46,Credit Card,5289.55,Yes
6035-RIIOM,No,Two Year,97.2,54,Bank Withdrawal,6833.15,Yes
9504-DSHWM,No,Month-to-Month,59.2,20,Bank Withdrawal,1984.0,Yes
5035-BVCXS,No,Month-to-Month,75.9,11,Credit Card,1015.45,Yes
3533-UVMOM,No,Two Year,70.95,68,Bank Withdrawal,5553.37,Yes
1478-VPOAD,No,Month-to-Month,43.8,1,Bank Withdrawal,81.3,Yes
9995-HOTOH,No,Two Year,59.0,63,Bank Withdrawal,3707.6,Yes
2988-PLAHS,No,One Year,69.95,3,Bank Withdrawal,338.98,Yes
1371-OJCEK,No,One Year,24.35,48,Bank Withdrawal,1789.86,No
4999-IEZLT,No,One Year,29.45,66,Credit Card,1983.15,Yes
8883-ANODQ,No,Two Year,84.4,68,Credit Card,7442.67,Yes
2351-RRBUE,No,One Year,20.65,7,Mailed Check,425.53,No
5980-BDHPY,No,Two Year,87.1,72,Bank Withdrawal,7095.54,Yes
1498-DQNRX,No,Month-to-Month,19.85,29,Mailed Check,738.06,No
9469-WEJBT,No,Month-to-Month,90.35,37,Bank Withdrawal,3827.93,Yes
2581-VKIRT,No,One Year,65.5,59,Mailed Check,4656.21,Yes
2851-MMUTZ,No,Month-to-Month,56.15,27,Mailed Check,1474.7199999999998,Yes
3307-TLCUD,No,Month-to-Month,34.4,17,Mailed Check,592.75,Yes
6625-FLENO,No,Two Year,20.75,58,Credit Card,2269.3900000000003,No
2967-MXRAV,No,One Year,18.8,1,Mailed Check,62.370000000000005,No
8189-HBVRW,No,Month-to-Month,90.8,53,Bank Withdrawal,5114.23,Yes
4163-KIUHY,No,Month-to-Month,25.6,35,Bank Withdrawal,2295.65,No
3500-NSDOA,No,Two Year,70.8,68,Credit Card,5616.11,Yes
1171-TYKUR,No,Month-to-Month,25.4,47,Bank Withdrawal,1612.49,No
1219-NNDDO,No,Month-to-Month,76.85,9,Bank Withdrawal,1045.2399999999998,Yes
8388-DMKAE,No,Two Year,20.25,8,Mailed Check,301.53,No
4403-BWPAY,No,One Year,24.8,14,Credit Card,790.7,No
9659-QEQSY,No,Month-to-Month,115.65,45,Bank Withdrawal,6643.35,Yes
5405-ZMYXQ,No,Month-to-Month,74.6,8,Credit Card,559.14,Yes
1442-OKRJE,No,One Year,103.15,66,Bank Withdrawal,9635.0,Yes
4737-AQCPU,No,Two Year,72.1,72,Credit Card,8080.25,Yes
2808-CHTDM,No,Two Year,25.1,23,Mailed Check,1436.23,No
0793-TWELN,No,Month-to-Month,80.15,4,Bank Withdrawal,345.85,Yes
3283-WCWXT,No,Two Year,25.4,6,Mailed Check,343.68,No
5451-MHQOF,No,One Year,24.45,56,Mailed Check,3275.73,No
4836-WNFNO,No,Two Year,25.0,72,Credit Card,4727.76,No
9225-BZLNZ,No,Two Year,85.25,72,Bank Withdrawal,7276.860000000001,Yes
0354-VXMJC,No,Two Year,19.6,23,Credit Card,1209.57,No
4422-QVIJA,No,Month-to-Month,50.15,35,Mailed Check,3144.05,Yes
8332-OSJDW,No,One Year,26.4,12,Mailed Check,856.75,No
4735-BJKOU,No,Two Year,20.15,40,Mailed Check,1139.25,No
0274-JKUJR,No,Month-to-Month,58.85,7,Credit Card,465.7,Yes
5740-YHGTW,No,Month-to-Month,97.55,70,Credit Card,8935.650000000001,Yes
8917-SZTTJ,No,Two Year,19.65,60,Credit Card,2480.55,No
1696-MZVAU,No,One Year,25.25,39,Credit Card,947.75,Yes
7359-WWYJV,No,Two Year,114.45,72,Credit Card,8827.929999999998,Yes
4906-ZHGPK,No,One Year,70.7,54,Bank Withdrawal,6386.3,Yes
3795-GWTRD,No,Two Year,75.55,63,Credit Card,5106.64,Yes
1298-PHBTI,No,Two Year,84.8,71,Bank Withdrawal,8542.97,Yes
6223-DHJGV,No,One Year,20.65,42,Credit Card,1934.6,No
6961-MJKBO,No,Two Year,20.45,47,Bank Withdrawal,1253.67,No
8158-WPEZG,No,Month-to-Month,35.65,11,Bank Withdrawal,425.1,Yes
0727-BNRLG,No,Two Year,97.65,69,Credit Card,10148.7,Yes
6435-SRWBJ,No,Month-to-Month,82.75,5,Bank Withdrawal,566.45,Yes
9964-WBQDJ,No,Two Year,24.4,71,Credit Card,3480.52,No
6303-KFWSL,No,One Year,55.25,29,Bank Withdrawal,2761.3500000000004,Yes
1702-CCFNJ,No,Month-to-Month,61.35,52,Bank Withdrawal,5491.35,Yes
8932-CZHRQ,No,One Year,76.75,68,Credit Card,6612.97,Yes
0386-CWRGM,No,Two Year,19.4,46,Credit Card,3152.85,No
5515-RUGKN,No,Month-to-Month,54.75,8,Credit Card,682.29,Yes
0404-AHASP,No,Two Year,19.7,72,Credit Card,3435.74,No
7279-NMVJC,No,One Year,19.9,17,Bank Withdrawal,758.69,No
2081-VEYEH,No,Month-to-Month,107.95,3,Bank Withdrawal,356.58000000000004,Yes
9060-HJJRW,No,One Year,56.4,51,Credit Card,2928.5,Yes
2587-YNLES,No,Two Year,20.1,6,Credit Card,250.65,No
7398-SKNQZ,No,Month-to-Month,94.9,3,Bank Withdrawal,282.11,Yes
1958-RNRKS,No,Month-to-Month,49.9,30,Bank Withdrawal,1708.75,Yes
5136-RGMZO,No,Month-to-Month,71.05,31,Bank Withdrawal,2366.55,Yes
8345-MVDYC,No,Two Year,81.65,45,Bank Withdrawal,5301.25,Yes
8226-BXGES,No,One Year,89.45,64,Bank Withdrawal,6575.849999999999,Yes
1015-OWJKI,No,Month-to-Month,19.05,1,Credit Card,24.07,No
2040-XBAVJ,No,Two Year,114.45,72,Bank Withdrawal,9896.95,Yes
8887-IPQNC,No,Month-to-Month,44.25,7,Credit Card,533.46,Yes
8646-JCOMS,No,One Year,90.55,66,Bank Withdrawal,6904.47,Yes
1222-KJNZD,No,Month-to-Month,20.4,40,Bank Withdrawal,820.9,No
0106-GHRQR,No,Month-to-Month,71.4,16,Bank Withdrawal,1623.46,Yes
3768-VHXQO,No,Two Year,24.85,67,Credit Card,1803.26,No
8952-WCVCD,No,One Year,104.45,41,Bank Withdrawal,4565.900000000001,Yes
2418-TPEUN,No,Two Year,19.8,56,Credit Card,3839.26,No
3963-RYFNS,No,Two Year,116.45,72,Bank Withdrawal,11596.99,Yes
8540-ZQGEA,No,Two Year,20.05,54,Credit Card,2869.28,No
4137-JOPHL,No,Two Year,89.7,50,Bank Withdrawal,5794.5,Yes
7801-CEDNV,No,One Year,48.7,27,Credit Card,1665.02,Yes
3658-QQJYD,No,One Year,74.3,62,Credit Card,7074.51,Yes
1803-BGNBD,No,Month-to-Month,54.3,12,Bank Withdrawal,1236.06,Yes
6950-TWMYB,No,Two Year,79.95,54,Bank Withdrawal,6883.85,Yes
5848-FHRFC,No,Two Year,20.05,68,Bank Withdrawal,1579.34,No
2243-FNMMI,No,Month-to-Month,19.4,20,Credit Card,1035.8,No
2511-MORQY,No,One Year,54.9,50,Bank Withdrawal,3130.6,Yes
5356-KZCKT,No,Two Year,24.45,58,Credit Card,1651.64,No
9470-XCCEM,No,Month-to-Month,89.65,35,Bank Withdrawal,4884.4,Yes
6519-CFDBX,No,Month-to-Month,45.4,2,Bank Withdrawal,102.57,Yes
3902-MIVLE,No,Two Year,75.7,63,Credit Card,5442.15,Yes
0409-WTMPL,No,One Year,110.65,58,Credit Card,8727.75,Yes
8763-KIAFH,No,One Year,20.55,27,Credit Card,1149.22,No
3669-WHAFY,No,Two Year,115.15,71,Credit Card,8748.34,Yes
3055-VTCGS,No,One Year,58.55,63,Credit Card,5228.44,Yes
3144-KMTWZ,No,Month-to-Month,93.25,71,Bank Withdrawal,8645.21,Yes
2007-QVGAW,No,Two Year,19.35,68,Bank Withdrawal,4462.13,No
5207-PLSTK,No,Month-to-Month,48.75,1,Credit Card,75.01,Yes
2155-AMQRX,No,Month-to-Month,54.9,28,Credit Card,1596.15,Yes
6181-AXXYF,No,Two Year,24.75,72,Credit Card,5292.78,No
5091-HFAZW,No,Month-to-Month,91.15,2,Bank Withdrawal,272.06,Yes
1568-LJSZU,No,Two Year,92.2,68,Credit Card,9002.69,Yes
7416-CKTEP,No,Two Year,19.6,57,Bank Withdrawal,2461.21,No
2586-CWXVV,No,Month-to-Month,30.4,54,Bank Withdrawal,1621.35,Yes
2348-KCJLT,No,One Year,61.5,44,Credit Card,4846.48,Yes
8401-EMUWF,No,Month-to-Month,69.4,42,Bank Withdrawal,3758.440000000001,Yes
4193-IBKSW,No,Two Year,24.75,72,Bank Withdrawal,4313.36,No
5377-NDTOU,No,Two Year,91.05,71,Credit Card,6968.25,Yes
2474-LCNUE,No,Month-to-Month,73.65,23,Credit Card,1976.94,Yes
0839-QNXME,No,Two Year,19.4,30,Credit Card,856.5999999999999,No
3506-OVLKD,No,One Year,26.2,35,Bank Withdrawal,2674.4500000000003,No
6650-VJONK,No,Month-to-Month,43.85,1,Bank Withdrawal,69.75,Yes
2178-PMGCJ,No,Month-to-Month,69.7,22,Credit Card,1837.34,Yes
7492-TAFJD,No,Two Year,38.55,7,Credit Card,280.0,Yes
2773-MADBQ,No,Two Year,53.1,36,Credit Card,1901.25,Yes
6016-LVTJQ,No,Month-to-Month,20.65,34,Credit Card,1044.84,No
7860-KSUGX,No,Two Year,64.45,72,Credit Card,7072.24,Yes
8966-KZXXA,No,Two Year,25.1,36,Credit Card,2183.3900000000003,No
5149-QYTTU,No,One Year,95.15,71,Credit Card,9222.48,Yes
2085-BOJKI,No,One Year,96.65,17,Bank Withdrawal,2078.36,Yes
0817-HSUSE,No,Month-to-Month,75.5,1,Bank Withdrawal,81.13,Yes
5442-PPTJY,No,Two Year,19.7,12,Credit Card,314.87,No
1927-QEWMY,No,Two Year,20.5,72,Credit Card,4663.77,No
1663-MHLHE,No,Month-to-Month,19.2,1,Credit Card,55.08,No
4450-MDZFX,No,Month-to-Month,74.35,60,Bank Withdrawal,6759.7,Yes
6701-DHKWQ,No,Two Year,51.35,61,Credit Card,3244.4,Yes
7554-AKDQF,No,Month-to-Month,45.65,6,Credit Card,357.59,Yes
0794-YVSGE,No,Two Year,20.3,72,Bank Withdrawal,3356.67,No
5423-BHIXO,No,Month-to-Month,54.2,32,Bank Withdrawal,2764.24,Yes
6908-VVYHM,No,Month-to-Month,90.65,65,Bank Withdrawal,7330.6,Yes
2959-EEXWB,No,Month-to-Month,50.9,45,Bank Withdrawal,2333.85,Yes
1839-UMACK,No,One Year,25.05,42,Bank Withdrawal,2110.73,No
3030-YDNRM,No,Month-to-Month,74.85,8,Bank Withdrawal,665.09,Yes
7321-KKSDU,No,Two Year,20.5,32,Credit Card,1238.88,No
8286-AFUYI,No,Month-to-Month,47.95,1,Bank Withdrawal,94.18,Yes
8356-WUAOJ,No,Month-to-Month,45.0,1,Bank Withdrawal,95.63,Yes
9350-ZXYJC,No,Two Year,25.3,4,Credit Card,155.95,No
8958-JPTRR,No,One Year,24.3,56,Bank Withdrawal,2449.46,No
6959-GQEGV,No,Month-to-Month,75.95,45,Bank Withdrawal,3740.0,Yes
3173-WSSUE,No,Two Year,19.7,71,Credit Card,3003.41,No
1265-HVPZB,No,One Year,66.4,59,Credit Card,4905.74,Yes
4115-UMJFQ,No,One Year,35.75,69,Bank Withdrawal,2642.25,Yes
7369-TRPFD,No,One Year,18.8,19,Credit Card,605.4300000000001,No
1098-KFQEC,No,Two Year,19.4,55,Credit Card,2609.25,No
7190-XHTWJ,No,One Year,19.3,38,Mailed Check,1995.44,No
5296-BFCYD,No,Two Year,20.1,46,Mailed Check,1622.71,No
9359-JANWS,No,Two Year,58.9,65,Credit Card,6087.25,Yes
3279-DYZQM,No,Two Year,19.45,71,Mailed Check,2180.75,No
9575-IWCAZ,No,One Year,25.1,6,Mailed Check,454.74,No
7940-UQQUG,No,One Year,104.4,64,Bank Withdrawal,7614.400000000001,Yes
3961-SXAXY,No,Month-to-Month,44.05,1,Bank Withdrawal,74.78,Yes
7010-BRBUU,No,Two Year,24.1,72,Credit Card,3148.73,No
3566-HJGPK,No,Month-to-Month,45.55,1,Mailed Check,61.89,Yes
3062-ICYZQ,No,Month-to-Month,93.8,51,Bank Withdrawal,5928.08,Yes
9938-PRCVK,No,Two Year,19.7,41,Bank Withdrawal,1786.1999999999998,No
0973-KYVNF,No,Two Year,70.65,72,Credit Card,8115.789999999999,Yes
5129-HHMZC,No,Two Year,86.45,43,Credit Card,4480.94,Yes
9637-CDTKZ,No,Two Year,114.1,72,Credit Card,9761.84,Yes
3946-JEWRQ,No,One Year,95.2,47,Credit Card,5626.71,Yes
7873-CVMAW,No,Two Year,88.55,72,Credit Card,9681.55,Yes
0463-WZZKO,No,Month-to-Month,20.75,3,Credit Card,116.27,No
4524-QCSSM,No,Month-to-Month,44.65,26,Bank Withdrawal,1156.55,Yes
5832-EXGTT,No,Month-to-Month,60.2,29,Credit Card,1875.04,Yes
2039-JONDJ,No,One Year,55.45,27,Bank Withdrawal,2025.48,Yes
7217-JYHOQ,No,Month-to-Month,70.3,24,Credit Card,2776.13,Yes
6695-FRVEC,No,Two Year,60.4,67,Bank Withdrawal,5412.09,Yes
9894-QMIMJ,No,One Year,55.8,23,Bank Withdrawal,1535.77,Yes
8069-YQQAJ,No,Month-to-Month,31.1,14,Mailed Check,419.7,Yes
3466-WAESX,No,Month-to-Month,69.1,16,Bank Withdrawal,1307.54,Yes
9281-PKKZE,No,Month-to-Month,43.95,46,Bank Withdrawal,2007.85,Yes
3638-VBZTA,No,Two Year,86.5,68,Bank Withdrawal,6664.75,Yes
7459-IMVYU,No,Month-to-Month,69.95,38,Bank Withdrawal,3811.55,Yes
8563-OYMQY,No,Month-to-Month,90.95,17,Credit Card,2206.86,Yes
0754-EEBDC,No,Two Year,19.9,4,Mailed Check,174.93,No
5777-ZPQNC,No,One Year,20.15,12,Bank Withdrawal,580.74,No
1951-IEYXM,No,Two Year,90.6,72,Credit Card,8959.69,Yes
3318-NMQXL,No,Month-to-Month,92.0,3,Bank Withdrawal,313.6,Yes
1022-RKXDR,No,One Year,24.85,41,Mailed Check,2301.31,No
2361-FJWNO,No,One Year,36.0,40,Credit Card,1512.9,Yes
2272-UOINI,No,Month-to-Month,78.5,7,Bank Withdrawal,594.43,Yes
8232-UTFOZ,No,Two Year,19.95,69,Credit Card,1894.77,No
3750-YHRYO,No,One Year,20.65,7,Mailed Check,297.63,No
6637-KYRCV,No,Month-to-Month,30.5,5,Bank Withdrawal,167.2,Yes
5668-MEISB,No,Two Year,106.1,72,Credit Card,8118.92,Yes
0129-QMPDR,No,One Year,20.5,44,Bank Withdrawal,2070.65,No
7188-CBBBA,No,One Year,95.5,65,Bank Withdrawal,8033.05,Yes
5356-CSVSQ,No,Month-to-Month,64.6,3,Bank Withdrawal,297.17,Yes
3221-CJMSG,No,Month-to-Month,51.1,24,Credit Card,1325.52,Yes
2801-NISEI,No,Month-to-Month,54.95,24,Bank Withdrawal,2070.1800000000003,Yes
4623-ZKHLY,No,Month-to-Month,20.45,22,Bank Withdrawal,928.71,No
6732-VAILE,No,Two Year,85.95,70,Credit Card,8035.95,Yes
8201-AAXCB,No,Month-to-Month,60.35,25,Bank Withdrawal,2061.4,Yes
7696-CFTAT,No,Two Year,19.8,37,Bank Withdrawal,1029.87,No
2123-VSCOT,No,Two Year,72.1,59,Bank Withdrawal,5658.64,Yes
2018-QKYGT,No,Month-to-Month,81.05,1,Bank Withdrawal,117.37,Yes
2792-VPPET,No,Month-to-Month,20.5,3,Bank Withdrawal,187.98,No
7409-JURKQ,No,One Year,111.8,53,Bank Withdrawal,8026.21,Yes
3247-MHJKM,No,Month-to-Month,20.2,1,Mailed Check,62.35,No
1964-SVLEA,No,One Year,19.7,20,Mailed Check,1018.5,No
7297-DVYGA,No,One Year,19.85,51,Bank Withdrawal,2520.32,No
2239-CGBUZ,No,One Year,60.5,51,Bank Withdrawal,5551.33,Yes
0854-UYHZD,No,Two Year,19.55,13,Mailed Check,814.29,No
7243-LCGGZ,No,Month-to-Month,20.9,1,Mailed Check,31.11,No
8267-KFGYD,No,Month-to-Month,21.05,1,Mailed Check,31.19,No
4890-VMUAV,No,One Year,71.5,63,Bank Withdrawal,5783.450000000001,Yes
9261-WDCAF,No,Month-to-Month,54.65,3,Mailed Check,289.69,Yes
3764-MNMOI,No,Two Year,19.2,46,Credit Card,2333.69,No
7442-YGZFK,No,Month-to-Month,49.8,1,Credit Card,53.77,Yes
8229-BUJHX,No,Two Year,20.5,71,Bank Withdrawal,2291.1800000000003,No
7449-HVPIV,No,Month-to-Month,90.4,55,Credit Card,6339.95,Yes
5504-WSIUR,No,One Year,90.25,70,Bank Withdrawal,7423.95,Yes
8466-PZBLH,No,Two Year,104.6,67,Bank Withdrawal,7643.52,Yes
8735-IJJEG,No,Month-to-Month,50.2,14,Credit Card,725.5500000000001,Yes
0564-MUUQK,No,Month-to-Month,95.5,20,Bank Withdrawal,2690.4,Yes
0701-RFGFI,No,Month-to-Month,95.4,49,Bank Withdrawal,5014.77,Yes
0019-EFAEP,No,Two Year,101.3,72,Bank Withdrawal,7423.25,Yes
5619-PTMIK,No,Month-to-Month,53.1,46,Bank Withdrawal,4517.84,Yes
3737-XBQDD,No,Month-to-Month,84.85,24,Bank Withdrawal,2443.92,Yes
5882-CMAZQ,No,Month-to-Month,34.25,5,Bank Withdrawal,163.55,Yes
5846-QFDFI,No,Month-to-Month,88.6,33,Credit Card,3252.03,Yes
4445-KWOKW,No,One Year,60.15,42,Bank Withdrawal,3658.08,Yes
3511-APPBJ,No,One Year,99.95,23,Credit Card,3257.37,Yes
7967-HYCDE,No,Month-to-Month,70.7,8,Bank Withdrawal,888.8399999999999,Yes
2430-RRYUW,No,One Year,54.8,66,Mailed Check,4228.66,Yes
5447-WZAFP,No,One Year,100.3,53,Mailed Check,5642.29,Yes
5110-CHOPY,No,Two Year,53.6,60,Bank Withdrawal,3237.05,Yes
4425-OWHWB,No,One Year,19.35,20,Credit Card,651.75,No
7892-QVYKW,No,Month-to-Month,85.6,23,Bank Withdrawal,2094.7200000000003,Yes
9675-ICXCT,No,Two Year,80.8,72,Bank Withdrawal,8253.59,Yes
4703-MQYKT,No,Two Year,19.6,21,Mailed Check,743.41,No
0602-DDUML,No,Two Year,69.75,57,Mailed Check,5954.38,Yes
2208-MPXIO,No,Two Year,20.0,45,Bank Withdrawal,1864.25,No
1960-UYCNN,No,Month-to-Month,95.25,10,Bank Withdrawal,1285.85,Yes
3190-FZATL,No,Month-to-Month,19.95,14,Credit Card,837.64,No
7336-RLLRH,No,One Year,80.85,27,Credit Card,2523.76,Yes
7710-JSYOA,No,Two Year,93.3,69,Bank Withdrawal,8366.62,Yes
9885-MFVSU,No,Two Year,46.35,35,Credit Card,1802.05,Yes
0607-MVMGC,No,One Year,78.75,45,Credit Card,5392.55,Yes
3365-SAIGS,No,Month-to-Month,83.55,17,Bank Withdrawal,1713.52,Yes
8022-BECSI,No,One Year,19.6,22,Credit Card,872.62,No
9993-LHIEB,No,Two Year,67.85,67,Credit Card,4769.69,Yes
0266-CLZKZ,No,Two Year,105.65,67,Bank Withdrawal,7909.83,Yes
3977-QCRSL,No,Month-to-Month,20.15,5,Credit Card,134.8,No
0017-DINOC,No,Two Year,45.2,54,Credit Card,2460.55,Yes
7639-OPLNG,No,Two Year,79.25,70,Bank Withdrawal,7689.75,Yes
1492-QGCLU,No,Month-to-Month,85.7,53,Bank Withdrawal,6038.620000000001,Yes
7328-OWMOM,No,One Year,20.1,31,Credit Card,1634.26,No
4418-LZMSV,No,Month-to-Month,61.8,13,Bank Withdrawal,1116.05,Yes
5155-AZQPB,No,Month-to-Month,49.9,28,Credit Card,2569.73,Yes
1087-GRUYI,No,Two Year,20.4,38,Bank Withdrawal,1008.36,No
2546-KZAAT,No,One Year,75.4,52,Credit Card,4406.25,Yes
0181-RITDD,No,Two Year,108.15,62,Credit Card,6934.77,Yes
5989-PGKJB,No,Month-to-Month,86.25,16,Bank Withdrawal,1696.9,Yes
8272-ONJLV,No,One Year,95.7,12,Bank Withdrawal,1772.0,Yes
1488-PBLJN,No,Two Year,116.85,72,Bank Withdrawal,10769.46,Yes
3778-FOAQW,No,One Year,20.15,24,Credit Card,1245.49,No
4452-ROHMO,No,Two Year,19.6,15,Credit Card,923.95,No
3090-LETTY,No,Month-to-Month,60.95,2,Bank Withdrawal,164.36,Yes
5349-AZPEW,No,Month-to-Month,25.05,5,Credit Card,125.5,Yes
